,ga.dateHourMinute,ga.sessionDurationBucket,ga.browser.encoded,ga.operatingSystem.encoded,ga.operatingSystemVersion.encoded,ga.language.encoded,ga.DeviceInfo.encoded,ga.sessionsWithEvent,Success,month,date,hour,minute,time
5247,201804301011,548,A4,B8,C43,D77,E359,1,False,4,30,10,11,1011
5248,201804301012,548,A4,B8,C43,D77,E359,0,False,4,30,10,12,1012
5249,201804301014,548,A4,B8,C43,D77,E359,0,False,4,30,10,14,1014
5250,201804301021,548,A4,B8,C43,D77,E359,0,False,4,30,10,21,1021
5251,201804301044,765,A4,B8,C43,D77,E359,1,False,4,30,10,44,1044
5252,201804301045,765,A4,B8,C43,D77,E359,0,False,4,30,10,45,1045
5253,201804301047,765,A4,B8,C43,D77,E359,0,False,4,30,10,47,1047
5254,201804301049,273,A4,B8,C2,D13,E359,1,True,4,30,10,49,1049
5255,201804301050,273,A4,B8,C2,D13,E359,0,True,4,30,10,50,1050
5256,201804301051,273,A4,B8,C2,D13,E359,0,True,4,30,10,51,1051
5257,201804301051,90,A4,B8,C2,D54,E359,1,True,4,30,10,51,1051
5258,201804301052,90,A4,B8,C2,D54,E359,0,True,4,30,10,52,1052
5259,201804301054,273,A4,B8,C2,D13,E359,0,True,4,30,10,54,1054
5260,201804301057,765,A4,B8,C43,D77,E359,0,False,4,30,10,57,1057
5261,201804301107,10,A6,B8,C43,D12,E359,1,False,4,30,11,7,1107
5262,201804301116,3,A4,B8,C2,D31,E359,1,False,4,30,11,16,1116
5263,201804301119,412,A4,B8,C2,D77,E359,0,False,4,30,11,19,1119
5264,201804301137,2,A4,B8,C43,D77,E359,1,False,4,30,11,37,1137
5265,201804301141,86,A4,B8,C2,D54,E359,1,True,4,30,11,41,1141
5266,201804301142,86,A4,B8,C2,D54,E359,0,True,4,30,11,42,1142
5267,201804301143,24,A4,B8,C2,D77,E359,1,False,4,30,11,43,1143
5268,201804301212,53,A6,B8,C50,D77,E359,0,False,4,30,12,12,1212
5269,201804301215,4,A4,B8,C43,D31,E359,1,False,4,30,12,15,1215
5270,201804301225,169,A5,B8,C2,D77,E359,0,True,4,30,12,25,1225
5271,201804301226,169,A5,B8,C2,D77,E359,0,True,4,30,12,26,1226
5272,201804301233,106,A4,B8,C43,D54,E359,1,True,4,30,12,33,1233
5273,201804301235,106,A4,B8,C43,D54,E359,0,True,4,30,12,35,1235
5274,201804301245,345,A7,B8,C43,D54,E359,0,True,4,30,12,45,1245
5275,201804301246,77,A6,B8,C50,D77,E359,1,False,4,30,12,46,1246
5276,201804301246,345,A7,B8,C43,D54,E359,0,True,4,30,12,46,1246
5277,201804301247,300,A7,B8,C2,D54,E359,0,True,4,30,12,47,1247
5278,201804301247,345,A7,B8,C43,D54,E359,0,True,4,30,12,47,1247
5279,201804301248,77,A6,B8,C50,D77,E359,0,False,4,30,12,48,1248
5280,201804301248,300,A7,B8,C2,D54,E359,0,True,4,30,12,48,1248
5281,201804301249,300,A7,B8,C2,D54,E359,0,True,4,30,12,49,1249
5282,201804301250,10,A4,B8,C2,D77,E359,1,False,4,30,12,50,1250
5283,201804301302,1,A4,B8,C2,D31,E359,1,False,4,30,13,2,1302
5284,201804301307,1,A4,B8,C2,D73,E359,1,False,4,30,13,7,1307
5285,201804301312,4,A7,B8,C43,D77,E359,1,False,4,30,13,12,1312
5286,201804301320,1,A4,B8,C43,D31,E359,1,False,4,30,13,20,1320
5287,201804301323,50,A4,B8,C2,D77,E359,1,False,4,30,13,23,1323
5288,201804301324,50,A4,B8,C2,D77,E359,0,False,4,30,13,24,1324
5289,201804301336,1,A4,B8,C78,D77,E359,1,False,4,30,13,36,1336
5290,201804301341,464,A4,B8,C2,D77,E359,1,False,4,30,13,41,1341
5291,201804301342,1,A6,B8,C2,D54,E359,1,False,4,30,13,42,1342
5292,201804301349,464,A4,B8,C2,D77,E359,0,False,4,30,13,49,1349
5293,201804301352,1199,A4,B8,C43,D54,E359,0,True,4,30,13,52,1352
5294,201804301353,1199,A4,B8,C43,D54,E359,0,True,4,30,13,53,1353
5295,201804301354,1199,A4,B8,C43,D54,E359,0,True,4,30,13,54,1354
5296,201804301355,1199,A4,B8,C43,D54,E359,0,True,4,30,13,55,1355
5297,201804301357,56,A4,B8,C2,D73,E359,1,False,4,30,13,57,1357
5298,201804301358,56,A4,B8,C2,D73,E359,0,False,4,30,13,58,1358
5299,201804301404,2,A4,B8,C2,D77,E359,1,False,4,30,14,4,1404
5300,201804301411,91,A4,B8,C2,D77,E359,0,False,4,30,14,11,1411
5301,201804301412,91,A4,B8,C2,D77,E359,0,False,4,30,14,12,1412
5302,201804301429,67,A6,B8,C2,D54,E359,0,True,4,30,14,29,1429
5303,201804301433,186,A4,B8,C43,D77,E359,0,True,4,30,14,33,1433
5304,201804301434,1937,A4,B8,C2,D77,E359,1,False,4,30,14,34,1434
5305,201804301434,186,A4,B8,C43,D77,E359,0,True,4,30,14,34,1434
5306,201804301435,113,A4,B8,C43,D31,E359,1,True,4,30,14,35,1435
5307,201804301437,113,A4,B8,C43,D31,E359,0,True,4,30,14,37,1437
5308,201804301451,7264,A4,B8,C2,D77,E359,1,True,4,30,14,51,1451
5309,201804301458,676,A4,B8,C2,D77,E359,1,False,4,30,14,58,1458
5310,201804301459,676,A4,B8,C2,D77,E359,0,False,4,30,14,59,1459
5311,201804301500,1937,A4,B8,C2,D77,E359,0,False,4,30,15,0,1500
5312,201804301500,87,A4,B8,C2,D77,E359,1,False,4,30,15,0,1500
5313,201804301503,1937,A4,B8,C2,D77,E359,0,False,4,30,15,3,1503
5314,201804301505,1937,A4,B8,C2,D77,E359,0,False,4,30,15,5,1505
5315,201804301509,676,A4,B8,C2,D77,E359,0,False,4,30,15,9,1509
5316,201804301514,197,A4,B8,C2,D77,E359,0,True,4,30,15,14,1514
5317,201804301515,197,A4,B8,C2,D77,E359,0,True,4,30,15,15,1515
5318,201804301516,197,A4,B8,C2,D77,E359,0,True,4,30,15,16,1516
5319,201804301524,7264,A4,B8,C2,D77,E359,0,True,4,30,15,24,1524
5320,201804301527,65,A5,B8,C2,D77,E359,1,False,4,30,15,27,1527
5321,201804301528,65,A5,B8,C2,D77,E359,0,False,4,30,15,28,1528
5322,201804301529,1,A4,B8,C43,D77,E359,1,False,4,30,15,29,1529
5323,201804301539,81,A4,B8,C2,D54,E359,1,True,4,30,15,39,1539
5324,201804301541,81,A4,B8,C2,D54,E359,0,True,4,30,15,41,1541
5325,201804301544,7264,A4,B8,C2,D77,E359,0,True,4,30,15,44,1544
5326,201804301546,100,A4,B8,C2,D31,E359,1,True,4,30,15,46,1546
5327,201804301548,100,A4,B8,C2,D31,E359,0,True,4,30,15,48,1548
5328,201804301600,5,A4,B8,C2,D77,E359,1,False,4,30,16,0,1600
5329,201804301602,12,A7,B8,C2,D54,E359,1,False,4,30,16,2,1602
5330,201804301603,96,A5,B8,C2,D77,E359,1,False,4,30,16,3,1603
5331,201804301603,7264,A4,B8,C2,D77,E359,0,True,4,30,16,3,1603
5332,201804301604,48,A7,B8,C2,D77,E359,1,False,4,30,16,4,1604
5333,201804301604,96,A5,B8,C2,D77,E359,0,False,4,30,16,4,1604
5334,201804301605,96,A5,B8,C2,D77,E359,0,False,4,30,16,5,1605
5335,201804301607,7264,A4,B8,C2,D77,E359,0,True,4,30,16,7,1607
5336,201804301608,7264,A4,B8,C2,D77,E359,0,True,4,30,16,8,1608
5337,201804301614,7264,A4,B8,C2,D77,E359,0,True,4,30,16,14,1614
5338,201804301615,7264,A4,B8,C2,D77,E359,0,True,4,30,16,15,1615
5339,201804301616,137,A4,B8,C43,D77,E359,1,True,4,30,16,16,1616
5340,201804301617,137,A4,B8,C43,D77,E359,0,True,4,30,16,17,1617
5341,201804301618,137,A4,B8,C43,D77,E359,0,True,4,30,16,18,1618
5342,201804301627,1548,A4,B8,C43,D77,E359,1,False,4,30,16,27,1627
5343,201804301628,1548,A4,B8,C43,D77,E359,0,False,4,30,16,28,1628
5344,201804301634,7264,A4,B8,C2,D77,E359,0,True,4,30,16,34,1634
5345,201804301634,99,A4,B8,C2,D54,E359,1,True,4,30,16,34,1634
5346,201804301636,99,A4,B8,C2,D54,E359,0,True,4,30,16,36,1636
5347,201804301639,1548,A4,B8,C43,D77,E359,0,False,4,30,16,39,1639
5348,201804301643,7264,A4,B8,C2,D77,E359,0,True,4,30,16,43,1643
5349,201804301644,1548,A4,B8,C43,D77,E359,0,False,4,30,16,44,1644
5350,201804301644,7264,A4,B8,C2,D77,E359,0,True,4,30,16,44,1644
5351,201804301645,1,A4,B8,C43,D77,E359,1,False,4,30,16,45,1645
5352,201804301646,7264,A4,B8,C2,D77,E359,0,True,4,30,16,46,1646
5353,201804301649,1548,A4,B8,C43,D77,E359,0,False,4,30,16,49,1649
5354,201804301652,7264,A4,B8,C2,D77,E359,0,True,4,30,16,52,1652
5355,201804301653,1548,A4,B8,C43,D77,E359,0,False,4,30,16,53,1653
5356,201804301659,122,A5,B8,C2,D77,E359,1,True,4,30,16,59,1659
5357,201804301700,122,A5,B8,C2,D77,E359,0,True,4,30,17,0,1700
5358,201804301701,122,A5,B8,C2,D77,E359,0,True,4,30,17,1,1701
5359,201804301748,92,A6,B8,C2,D25,E359,0,True,4,30,17,48,1748
5360,201804301830,119,A4,B8,C2,D54,E359,1,True,4,30,18,30,1830
5361,201804301831,119,A4,B8,C2,D54,E359,0,True,4,30,18,31,1831
5362,201804301832,119,A4,B8,C2,D54,E359,0,True,4,30,18,32,1832
5363,201804301851,38,A5,B8,C2,D77,E359,1,True,4,30,18,51,1851
5364,201804301908,25,A4,B8,C2,D77,E359,1,True,4,30,19,8,1908
5365,201804301910,158,A7,B8,C2,D54,E359,1,True,4,30,19,10,1910
5366,201804301913,158,A7,B8,C2,D54,E359,0,True,4,30,19,13,1913
5367,201804301918,100,A4,B8,C2,D77,E359,1,True,4,30,19,18,1918
5368,201804301919,100,A4,B8,C2,D77,E359,0,True,4,30,19,19,1919
5369,201804301919,127,A7,B8,C2,D54,E359,1,True,4,30,19,19,1919
5370,201804301920,127,A7,B8,C2,D54,E359,0,True,4,30,19,20,1920
5371,201804301921,127,A7,B8,C2,D54,E359,0,True,4,30,19,21,1921
5372,201804301924,87,A4,B8,C43,D54,E359,1,False,4,30,19,24,1924
5373,201804301925,87,A4,B8,C43,D54,E359,0,False,4,30,19,25,1925
5374,201804301951,457,A5,B8,C2,D54,E359,1,True,4,30,19,51,1951
5375,201804301952,457,A5,B8,C2,D54,E359,0,True,4,30,19,52,1952
5376,201804301953,457,A5,B8,C2,D54,E359,0,True,4,30,19,53,1953
5377,201804301958,457,A5,B8,C2,D54,E359,0,True,4,30,19,58,1958
5378,201804302006,83,A6,B8,C2,D31,E359,0,False,4,30,20,6,2006
5379,201804302033,1,A4,B8,C43,D13,E359,1,False,4,30,20,33,2033
5380,201804302037,168,A4,B8,C2,D77,E359,1,False,4,30,20,37,2037
5381,201804302038,1,A5,B8,C2,D54,E359,1,False,4,30,20,38,2038
5382,201804302039,1,A5,B8,C2,D54,E359,0,False,4,30,20,39,2039
5383,201804302106,2,A6,B8,C2,D12,E359,1,False,4,30,21,6,2106
5384,201804302109,148,A4,B8,C50,D54,E359,1,True,4,30,21,9,2109
5385,201804302110,148,A4,B8,C50,D54,E359,0,True,4,30,21,10,2110
5386,201804302112,148,A4,B8,C50,D54,E359,0,True,4,30,21,12,2112
5387,201804302135,483,A5,B8,C2,D13,E359,0,True,4,30,21,35,2135
5388,201804302136,483,A5,B8,C2,D13,E359,0,True,4,30,21,36,2136
5389,201804302143,343,A4,B8,C2,D54,E359,1,True,4,30,21,43,2143
5390,201804302146,343,A4,B8,C2,D54,E359,0,True,4,30,21,46,2146
5391,201804302148,343,A4,B8,C2,D54,E359,0,True,4,30,21,48,2148
5392,201804302240,2,A4,B8,C2,D54,E359,1,False,4,30,22,40,2240
5393,201804302332,135,A6,B8,C2,D31,E359,1,True,4,30,23,32,2332
5394,201804302333,135,A6,B8,C2,D31,E359,0,True,4,30,23,33,2333
5395,201804302352,1,A4,B8,C2,D54,E359,1,False,4,30,23,52,2352
5396,201805010048,570,A5,B8,C2,D77,E359,1,False,5,1,0,48,48
5397,201805010249,2,A5,B8,C2,D77,E359,1,False,5,1,2,49,249
5398,201805010250,2,A5,B8,C2,D77,E359,0,False,5,1,2,50,250
5399,201805010835,86,A4,B8,C2,D13,E359,0,True,5,1,8,35,835
5400,201805010900,21,A4,B8,C2,D54,E359,1,True,5,1,9,0,900
5401,201805010917,175,A4,B8,C2,D31,E359,1,False,5,1,9,17,917
5402,201805010919,175,A4,B8,C2,D31,E359,0,False,5,1,9,19,919
5403,201805010945,53,A4,B8,C2,D54,E359,1,True,5,1,9,45,945
5404,201805010946,53,A4,B8,C2,D54,E359,0,True,5,1,9,46,946
5405,201805011022,377,A4,B8,C2,D77,E359,1,False,5,1,10,22,1022
5406,201805011022,175,A10,B8,C2,D31,E359,1,True,5,1,10,22,1022
5407,201805011023,175,A10,B8,C2,D31,E359,0,True,5,1,10,23,1023
5408,201805011024,175,A10,B8,C2,D31,E359,0,True,5,1,10,24,1024
5409,201805011028,377,A4,B8,C2,D77,E359,0,False,5,1,10,28,1028
5410,201805011031,1052,A5,B8,C2,D53,E359,1,True,5,1,10,31,1031
5411,201805011041,1,A4,B8,C50,D13,E359,1,False,5,1,10,41,1041
5412,201805011044,152,A4,B8,C2,D13,E359,1,True,5,1,10,44,1044
5413,201805011045,180,A5,B8,C2,D54,E359,1,True,5,1,10,45,1045
5414,201805011046,1052,A5,B8,C2,D53,E359,0,True,5,1,10,46,1046
5415,201805011046,152,A4,B8,C2,D13,E359,0,True,5,1,10,46,1046
5416,201805011046,180,A5,B8,C2,D54,E359,0,True,5,1,10,46,1046
5417,201805011047,1052,A5,B8,C2,D53,E359,0,True,5,1,10,47,1047
5418,201805011047,152,A4,B8,C2,D13,E359,0,True,5,1,10,47,1047
5419,201805011047,180,A5,B8,C2,D54,E359,0,True,5,1,10,47,1047
5420,201805011048,1052,A5,B8,C2,D53,E359,0,True,5,1,10,48,1048
5421,201805011048,180,A5,B8,C2,D54,E359,0,True,5,1,10,48,1048
5422,201805011059,208,A4,B8,C2,D54,E359,1,False,5,1,10,59,1059
5423,201805011101,208,A4,B8,C2,D54,E359,0,False,5,1,11,1,1101
5424,201805011103,208,A4,B8,C2,D54,E359,0,False,5,1,11,3,1103
5425,201805011132,516,A4,B8,C2,D77,E359,1,True,5,1,11,32,1132
5426,201805011133,516,A4,B8,C2,D77,E359,0,True,5,1,11,33,1133
5427,201805011134,516,A4,B8,C2,D77,E359,0,True,5,1,11,34,1134
5428,201805011135,516,A4,B8,C2,D77,E359,0,True,5,1,11,35,1135
5429,201805011136,609,A4,B8,C43,D77,E359,1,True,5,1,11,36,1136
5430,201805011137,302,A6,B8,C2,D31,E359,1,False,5,1,11,37,1137
5431,201805011137,516,A4,B8,C2,D77,E359,0,True,5,1,11,37,1137
5432,201805011142,302,A6,B8,C2,D31,E359,0,False,5,1,11,42,1142
5433,201805011143,609,A4,B8,C43,D77,E359,0,True,5,1,11,43,1143
5434,201805011144,609,A4,B8,C43,D77,E359,0,True,5,1,11,44,1144
5435,201805011145,1624,A4,B8,C43,D54,E359,0,True,5,1,11,45,1145
5436,201805011145,609,A4,B8,C43,D77,E359,0,True,5,1,11,45,1145
5437,201805011146,609,A4,B8,C43,D77,E359,0,True,5,1,11,46,1146
5438,201805011200,1624,A4,B8,C43,D54,E359,0,True,5,1,12,0,1200
5439,201805011202,1624,A4,B8,C43,D54,E359,0,True,5,1,12,2,1202
5440,201805011242,145,A4,B8,C2,D13,E359,0,True,5,1,12,42,1242
5441,201805011249,4,A6,B8,C2,D77,E359,1,False,5,1,12,49,1249
5442,201805011257,1324,A5,B8,C2,D77,E359,1,False,5,1,12,57,1257
5443,201805011258,1324,A5,B8,C2,D77,E359,0,False,5,1,12,58,1258
5444,201805011319,1324,A5,B8,C2,D77,E359,0,False,5,1,13,19,1319
5445,201805011320,1324,A5,B8,C2,D77,E359,0,False,5,1,13,20,1320
5446,201805011332,629,A4,B8,C43,D54,E359,1,True,5,1,13,32,1332
5447,201805011333,629,A4,B8,C43,D54,E359,0,True,5,1,13,33,1333
5448,201805011334,13,A7,B8,C2,D13,E359,1,False,5,1,13,34,1334
5449,201805011341,17,A5,B8,C2,D77,E359,1,False,5,1,13,41,1341
5450,201805011341,629,A4,B8,C43,D54,E359,0,True,5,1,13,41,1341
5451,201805011343,629,A4,B8,C43,D54,E359,0,True,5,1,13,43,1343
5452,201805011352,1,A10,B8,C2,D54,E359,1,False,5,1,13,52,1352
5453,201805011418,166,A5,B8,C2,D53,E359,1,False,5,1,14,18,1418
5454,201805011421,1,A4,B8,C2,D31,E359,1,False,5,1,14,21,1421
5455,201805011429,1,A4,B8,C47,D54,E359,1,False,5,1,14,29,1429
5456,201805011430,1001,A6,B8,C2,D77,E359,1,False,5,1,14,30,1430
5457,201805011430,413,A7,B8,C2,D54,E359,1,False,5,1,14,30,1430
5458,201805011433,413,A7,B8,C2,D54,E359,0,False,5,1,14,33,1433
5459,201805011437,413,A7,B8,C2,D54,E359,0,False,5,1,14,37,1437
5460,201805011437,196,A4,B8,C2,D77,E359,1,True,5,1,14,37,1437
5461,201805011446,1001,A6,B8,C2,D77,E359,0,False,5,1,14,46,1446
5462,201805011504,2,A7,B8,C2,D54,E359,1,False,5,1,15,4,1504
5463,201805011506,1,A4,B8,C2,D31,E359,1,False,5,1,15,6,1506
5464,201805011511,1,A4,B8,C2,D77,E359,1,False,5,1,15,11,1511
5465,201805011511,307,A4,B8,C2,D54,E359,0,False,5,1,15,11,1511
5466,201805011513,307,A4,B8,C2,D54,E359,0,False,5,1,15,13,1513
5467,201805011514,307,A4,B8,C2,D54,E359,0,False,5,1,15,14,1514
5468,201805011515,1,A4,B8,C2,D13,E359,1,False,5,1,15,15,1515
5469,201805011527,270,A4,B8,C2,D77,E359,1,True,5,1,15,27,1527
5470,201805011544,187,A4,B8,C80,D31,E359,1,False,5,1,15,44,1544
5471,201805011547,187,A4,B8,C80,D31,E359,0,False,5,1,15,47,1547
5472,201805011551,86,A4,B8,C43,D31,E359,1,False,5,1,15,51,1551
5473,201805011553,11,A6,B8,C2,D31,E359,1,False,5,1,15,53,1553
5474,201805011553,86,A4,B8,C43,D31,E359,0,False,5,1,15,53,1553
5475,201805011604,1440,A5,B8,C2,D77,E359,0,True,5,1,16,4,1604
5476,201805011610,2,A4,B8,C50,D77,E359,1,False,5,1,16,10,1610
5477,201805011610,1440,A5,B8,C2,D77,E359,0,True,5,1,16,10,1610
5478,201805011612,1440,A5,B8,C2,D77,E359,0,True,5,1,16,12,1612
5479,201805011613,1440,A5,B8,C2,D77,E359,0,True,5,1,16,13,1613
5480,201805011618,1440,A5,B8,C2,D77,E359,0,True,5,1,16,18,1618
5481,201805011621,1440,A5,B8,C2,D77,E359,0,True,5,1,16,21,1621
5482,201805011623,1440,A5,B8,C2,D77,E359,0,True,5,1,16,23,1623
5483,201805011643,3,A6,B8,C2,D53,E359,1,False,5,1,16,43,1643
5484,201805011647,282,A4,B8,C2,D77,E359,1,True,5,1,16,47,1647
5485,201805011648,2,A4,B8,C2,D77,E359,1,False,5,1,16,48,1648
5486,201805011648,282,A4,B8,C2,D77,E359,0,True,5,1,16,48,1648
5487,201805011649,1,A7,B8,C2,D77,E359,1,False,5,1,16,49,1649
5488,201805011649,282,A4,B8,C2,D77,E359,0,True,5,1,16,49,1649
5489,201805011652,114,A4,B8,C43,D13,E359,1,True,5,1,16,52,1652
5490,201805011652,282,A4,B8,C2,D77,E359,0,True,5,1,16,52,1652
5491,201805011653,114,A4,B8,C43,D13,E359,0,True,5,1,16,53,1653
5492,201805011655,69,A4,B8,C43,D77,E359,0,False,5,1,16,55,1655
5493,201805011710,305,A5,B8,C2,D77,E359,1,False,5,1,17,10,1710
5494,201805011714,157,A4,B8,C2,D54,E359,1,True,5,1,17,14,1714
5495,201805011715,305,A5,B8,C2,D77,E359,0,False,5,1,17,15,1715
5496,201805011716,157,A4,B8,C2,D54,E359,0,True,5,1,17,16,1716
5497,201805011717,157,A4,B8,C2,D54,E359,0,True,5,1,17,17,1717
5498,201805011725,100,A4,B8,C50,D77,E359,1,False,5,1,17,25,1725
5499,201805011727,100,A4,B8,C50,D77,E359,0,False,5,1,17,27,1727
5500,201805011732,673,A4,B8,C2,D77,E359,1,False,5,1,17,32,1732
5501,201805011745,106,A4,B8,C2,D13,E359,1,True,5,1,17,45,1745
5502,201805011747,106,A4,B8,C2,D13,E359,0,True,5,1,17,47,1747
5503,201805011756,107,A4,B8,C43,D54,E359,1,True,5,1,17,56,1756
5504,201805011802,138,A5,B8,C2,D53,E359,0,True,5,1,18,2,1802
5505,201805011803,138,A5,B8,C2,D53,E359,0,True,5,1,18,3,1803
5506,201805011814,357,A7,B8,C2,D53,E359,1,False,5,1,18,14,1814
5507,201805011817,3,A4,B8,C2,D77,E359,1,False,5,1,18,17,1817
5508,201805011818,357,A7,B8,C2,D53,E359,0,False,5,1,18,18,1818
5509,201805011819,357,A7,B8,C2,D53,E359,0,False,5,1,18,19,1819
5510,201805011820,357,A7,B8,C2,D53,E359,0,False,5,1,18,20,1820
5511,201805011823,125,A7,B8,C2,D53,E359,0,True,5,1,18,23,1823
5512,201805011824,125,A7,B8,C2,D53,E359,0,True,5,1,18,24,1824
5513,201805011840,212,A4,B8,C2,D77,E359,0,False,5,1,18,40,1840
5514,201805011859,110,A4,B8,C43,D54,E359,1,True,5,1,18,59,1859
5515,201805011901,110,A4,B8,C43,D54,E359,0,True,5,1,19,1,1901
5516,201805011905,311,A6,B8,C2,D54,E359,1,True,5,1,19,5,1905
5517,201805011909,311,A6,B8,C2,D54,E359,0,True,5,1,19,9,1909
5518,201805011910,311,A6,B8,C2,D54,E359,0,True,5,1,19,10,1910
5519,201805011921,2,A4,B8,C2,D77,E359,1,False,5,1,19,21,1921
5520,201805011926,820,A4,B8,C43,D54,E359,1,True,5,1,19,26,1926
5521,201805011927,294,A5,B8,C2,D13,E359,1,True,5,1,19,27,1927
5522,201805011927,820,A4,B8,C43,D54,E359,0,True,5,1,19,27,1927
5523,201805011929,294,A5,B8,C2,D13,E359,0,True,5,1,19,29,1929
5524,201805011929,820,A4,B8,C43,D54,E359,0,True,5,1,19,29,1929
5525,201805011931,294,A5,B8,C2,D13,E359,0,True,5,1,19,31,1931
5526,201805011931,820,A4,B8,C43,D54,E359,0,True,5,1,19,31,1931
5527,201805011932,294,A5,B8,C2,D13,E359,0,True,5,1,19,32,1932
5528,201805011934,17,A4,B8,C2,D54,E359,1,False,5,1,19,34,1934
5529,201805011935,93,A5,B8,C2,D53,E359,1,True,5,1,19,35,1935
5530,201805011940,820,A4,B8,C43,D54,E359,0,True,5,1,19,40,1940
5531,201805011941,71,A4,B8,C2,D54,E359,0,True,5,1,19,41,1941
5532,201805011944,419,A4,B8,C43,D77,E359,1,False,5,1,19,44,1944
5533,201805011950,509,A5,B8,C2,D77,E359,0,True,5,1,19,50,1950
5534,201805011951,419,A4,B8,C43,D77,E359,0,False,5,1,19,51,1951
5535,201805011954,509,A5,B8,C2,D77,E359,0,True,5,1,19,54,1954
5536,201805011955,509,A5,B8,C2,D77,E359,0,True,5,1,19,55,1955
5537,201805011958,509,A5,B8,C2,D77,E359,0,True,5,1,19,58,1958
5538,201805011959,466,A6,B8,C2,D31,E359,1,True,5,1,19,59,1959
5539,201805012001,466,A6,B8,C2,D31,E359,0,True,5,1,20,1,2001
5540,201805012003,466,A6,B8,C2,D31,E359,0,True,5,1,20,3,2003
5541,201805012005,466,A6,B8,C2,D31,E359,0,True,5,1,20,5,2005
5542,201805012007,466,A6,B8,C2,D31,E359,0,True,5,1,20,7,2007
5543,201805012020,502,A5,B8,C2,D54,E359,0,True,5,1,20,20,2020
5544,201805012035,353,A5,B8,C2,D54,E359,1,True,5,1,20,35,2035
5545,201805012038,353,A5,B8,C2,D54,E359,0,True,5,1,20,38,2038
5546,201805012040,101,A5,B8,C2,D54,E359,0,True,5,1,20,40,2040
5547,201805012041,101,A5,B8,C2,D54,E359,0,True,5,1,20,41,2041
5548,201805012041,353,A5,B8,C2,D54,E359,0,True,5,1,20,41,2041
5549,201805012047,120,A4,B8,C2,D77,E359,1,True,5,1,20,47,2047
5550,201805012048,120,A4,B8,C2,D77,E359,0,True,5,1,20,48,2048
5551,201805012049,120,A4,B8,C2,D77,E359,0,True,5,1,20,49,2049
5552,201805012105,1,A4,B8,C2,D54,E359,1,False,5,1,21,5,2105
5553,201805012120,63,A4,B8,C2,D54,E359,1,True,5,1,21,20,2120
5554,201805012124,171,A4,B8,C43,D77,E359,0,True,5,1,21,24,2124
5555,201805012125,171,A4,B8,C43,D77,E359,0,True,5,1,21,25,2125
5556,201805012147,1135,A5,B8,C2,D77,E359,1,True,5,1,21,47,2147
5557,201805012150,130,A4,B8,C2,D54,E359,1,True,5,1,21,50,2150
5558,201805012150,182,A4,B8,C2,D54,E359,1,True,5,1,21,50,2150
5559,201805012150,986,A6,B8,C2,D54,E359,1,True,5,1,21,50,2150
5560,201805012152,986,A6,B8,C2,D54,E359,0,True,5,1,21,52,2152
5561,201805012153,182,A4,B8,C2,D54,E359,0,True,5,1,21,53,2153
5562,201805012153,986,A6,B8,C2,D54,E359,0,True,5,1,21,53,2153
5563,201805012202,986,A6,B8,C2,D54,E359,0,True,5,1,22,2,2202
5564,201805012205,1135,A5,B8,C2,D77,E359,0,True,5,1,22,5,2205
5565,201805012206,986,A6,B8,C2,D54,E359,0,True,5,1,22,6,2206
5566,201805012207,587,A4,B8,C2,D31,E359,1,True,5,1,22,7,2207
5567,201805012212,587,A4,B8,C2,D31,E359,0,True,5,1,22,12,2212
5568,201805012216,587,A4,B8,C2,D31,E359,0,True,5,1,22,16,2216
5569,201805012217,587,A4,B8,C2,D31,E359,0,True,5,1,22,17,2217
5570,201805012222,52,A4,B8,C2,D31,E359,1,True,5,1,22,22,2222
5571,201805012223,52,A4,B8,C2,D31,E359,0,True,5,1,22,23,2223
5572,201805012227,466,A4,B8,C2,D54,E359,1,True,5,1,22,27,2227
5573,201805012231,466,A4,B8,C2,D54,E359,0,True,5,1,22,31,2231
5574,201805012233,470,A4,B8,C2,D54,E359,0,False,5,1,22,33,2233
5575,201805012234,470,A4,B8,C2,D54,E359,0,False,5,1,22,34,2234
5576,201805012235,466,A4,B8,C2,D54,E359,0,True,5,1,22,35,2235
5577,201805012236,470,A4,B8,C2,D54,E359,0,False,5,1,22,36,2236
5578,201805012238,124,A7,B8,C2,D77,E359,1,True,5,1,22,38,2238
5579,201805012240,124,A7,B8,C2,D77,E359,0,True,5,1,22,40,2240
5580,201805012246,269,A4,B8,C2,D31,E359,1,True,5,1,22,46,2246
5581,201805012248,269,A4,B8,C2,D31,E359,0,True,5,1,22,48,2248
5582,201805012250,269,A4,B8,C2,D31,E359,0,True,5,1,22,50,2250
5583,201805012254,147,A5,B8,C2,D54,E359,1,True,5,1,22,54,2254
5584,201805012256,147,A5,B8,C2,D54,E359,0,True,5,1,22,56,2256
5585,201805012257,147,A5,B8,C2,D54,E359,0,True,5,1,22,57,2257
5586,201805012301,764,A5,B8,C2,D54,E359,1,True,5,1,23,1,2301
5587,201805012304,764,A5,B8,C2,D54,E359,0,True,5,1,23,4,2304
5588,201805012305,764,A5,B8,C2,D54,E359,0,True,5,1,23,5,2305
5589,201805012306,764,A5,B8,C2,D54,E359,0,True,5,1,23,6,2306
5590,201805012307,764,A5,B8,C2,D54,E359,0,True,5,1,23,7,2307
5591,201805012308,764,A5,B8,C2,D54,E359,0,True,5,1,23,8,2308
5592,201805012309,764,A5,B8,C2,D54,E359,0,True,5,1,23,9,2309
